Title2,Title_URL,Number,Number1,Number2,cardschool__departmentsc19lmz2k0,cardschool__schoolsc19lmz2k1,cardfeedback__cardfeedbackitemlq6nix1,cardfeedback__cardfeedbackitemlq6nix13,cardfeedback__cardfeedbackitemlq6nix14,cardfeedback__cardfeedbackitemlq6nix15,Field
Mary Odem,https://www.ratemyprofessors.com/professor/1413768,QUALITY,4.8,2 ratings,Women's Studies,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3,4.8
Molly Zuckerman,https://www.ratemyprofessors.com/professor/1414950,QUALITY,4.5,1 ratings,Anthropology,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3,4.5
Jagdish Sheth,https://www.ratemyprofessors.com/professor/1419890,QUALITY,4,3 ratings,Business,Emory University,"100%
would take again",100%,"3.3
level of difficulty",3.3,4
Bill Kelly,https://www.ratemyprofessors.com/professor/1347129,QUALITY,4.3,6 ratings,Biology,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5,4.3
Jed Brody,https://www.ratemyprofessors.com/professor/1369481,QUALITY,4.2,10 ratings,Physics,Emory University,"100%
would take again",100%,"2.1
level of difficulty",2.1,4.2
William Gilders,https://www.ratemyprofessors.com/professor/1373897,QUALITY,4,17 ratings,Religion,Emory University,"79%
would take again",79%,"2.7
level of difficulty",2.7,4
Rebecca Stone,https://www.ratemyprofessors.com/professor/1480646,QUALITY,4.9,4 ratings,Art History,Emory University,"100%
would take again",100%,"3.3
level of difficulty",3.3,4.9
Tami Thomas,https://www.ratemyprofessors.com/professor/1486525,QUALITY,5,1 ratings,Nursing,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3,5
Jared Rothstein,https://www.ratemyprofessors.com/professor/1487364,QUALITY,4,1 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"1
level of difficulty",1,4
Wendy Farley,https://www.ratemyprofessors.com/professor/1489483,QUALITY,4.5,3 ratings,Religion,Emory University,"N/A
would take again",N/A,"2.7
level of difficulty",2.7,4.5
Huili Zheng,https://www.ratemyprofessors.com/professor/1489976,QUALITY,5,1 ratings,Ethnic Studies,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2,5
Joseph Crespino,https://www.ratemyprofessors.com/professor/1492399,QUALITY,4.3,11 ratings,History,Emory University,"86%
would take again",86%,"2.8
level of difficulty",2.8,4.3
Amanda Pendleton,https://www.ratemyprofessors.com/professor/1493654,QUALITY,4.3,2 ratings,Biology,Emory University,"N/A
would take again",N/A,"2.5
level of difficulty",2.5,4.3
Zizhang Tong,https://www.ratemyprofessors.com/professor/1496379,QUALITY,5,1 ratings,Languages,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3,5
Juan Del Aguila,https://www.ratemyprofessors.com/professor/1500993,QUALITY,,1 ratings,Political Science,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4,3
Roberto Pacifici,https://www.ratemyprofessors.com/professor/1505510,QUALITY,,0 ratings,Medicine,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Claire Wofford,https://www.ratemyprofessors.com/professor/1509312,QUALITY,5,1 ratings,Political Science,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2,5
Melody Siegler,https://www.ratemyprofessors.com/professor/1509806,QUALITY,,6 ratings,Biology,Emory University,"N/A
would take again",N/A,"2.7
level of difficulty",2.7,1.9
Thomas Walker,https://www.ratemyprofessors.com/professor/1517798,QUALITY,4.5,19 ratings,Political Science,Emory University,"100%
would take again",100%,"3.6
level of difficulty",3.6,4.5
William Brown,https://www.ratemyprofessors.com/professor/1519482,QUALITY,,1 ratings,Film,Emory University,"N/A
would take again",N/A,"1
level of difficulty",1,2.5
Walter Reed,https://www.ratemyprofessors.com/professor/1522028,QUALITY,,2 ratings,English,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2,3.3
Randy Fullerton,https://www.ratemyprofessors.com/professor/1527470,QUALITY,4.8,6 ratings,Theater,Emory University,"N/A
would take again",N/A,"1.2
level of difficulty",1.2,4.8
Susan Janiszewski,https://www.ratemyprofessors.com/professor/1529863,QUALITY,,5 ratings,Mathematics,Emory University,"N/A
would take again",N/A,"3.2
level of difficulty",3.2,3.8
Catherine Vena,https://www.ratemyprofessors.com/professor/1531987,QUALITY,5,1 ratings,Nursing,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3,5
Carolyn Clevenger,https://www.ratemyprofessors.com/professor/1532214,QUALITY,5,2 ratings,Nursing,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3,5
Katharine Schweitzer,https://www.ratemyprofessors.com/professor/1533162,QUALITY,4.9,8 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"1.3
level of difficulty",1.3,4.9
Geraldine Higgins,https://www.ratemyprofessors.com/professor/1536121,QUALITY,,5 ratings,English,Emory University,"67%
would take again",67%,"2.8
level of difficulty",2.8,3.4
Rkia Cornell,https://www.ratemyprofessors.com/professor/1541821,QUALITY,4.7,14 ratings,Languages,Emory University,"100%
would take again",100%,"1.8
level of difficulty",1.8,4.7
Hannah Reed,https://www.ratemyprofessors.com/professor/1543380,QUALITY,,0 ratings,Languages,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Jeff Rummel,https://www.ratemyprofessors.com/professor/1543381,QUALITY,,15 ratings,Business,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3,3.7
Melissa Williams,https://www.ratemyprofessors.com/professor/1543383,QUALITY,4.2,10 ratings,Business,Emory University,"88%
would take again",88%,"2.5
level of difficulty",2.5,4.2
John Smith,https://www.ratemyprofessors.com/professor/1546871,QUALITY,,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Aya McDaniel,https://www.ratemyprofessors.com/professor/1550963,QUALITY,4.1,4 ratings,Languages,Emory University,"100%
would take again",100%,"2.8
level of difficulty",2.8,4.1
Oindrila Mukherjee,https://www.ratemyprofessors.com/professor/1554835,QUALITY,,1 ratings,English,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3,1
Naama Harel,https://www.ratemyprofessors.com/professor/1557853,QUALITY,4.8,2 ratings,Languages,Emory University,"N/A
would take again",N/A,"1.5
level of difficulty",1.5,4.8
Fernando Esquivel,https://www.ratemyprofessors.com/professor/1563951,QUALITY,4.3,2 ratings,Spanish,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4,4.3
Usha Nair-Reichert,https://www.ratemyprofessors.com/professor/1567285,QUALITY,,3 ratings,Economics,Emory University,"N/A
would take again",N/A,"3.3
level of difficulty",3.3,3.7
Ursula Goldenbaum,https://www.ratemyprofessors.com/professor/1572001,QUALITY,,6 ratings,Philosophy,Emory University,"100%
would take again",100%,"3.2
level of difficulty",3.2,3.6
Charlotte Merchant,https://www.ratemyprofessors.com/professor/1573309,QUALITY,5,1 ratings,Spanish,Emory University,"N/A
would take again",N/A,"1
level of difficulty",1,5
Jaroslaw Slawinski,https://www.ratemyprofessors.com/professor/1582262,QUALITY,,3 ratings,Computer Science,Emory University,"N/A
would take again",N/A,"1.7
level of difficulty",1.7,2
Kathryn Kadous,https://www.ratemyprofessors.com/professor/1584310,QUALITY,5,1 ratings,Business,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4,5
Karen Glanz,https://www.ratemyprofessors.com/professor/1586510,QUALITY,,0 ratings,Health Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Karla Passalaqua,https://www.ratemyprofessors.com/professor/1593276,QUALITY,4.6,17 ratings,Biology,Emory University,"N/A
would take again",N/A,"3.4
level of difficulty",3.4,4.6
Jason Schulman,https://www.ratemyprofessors.com/professor/1595256,QUALITY,5,1 ratings,History,Emory University,"N/A
would take again",N/A,"5
level of difficulty",5,5
Frederick Marcus,https://www.ratemyprofessors.com/professor/1600896,QUALITY,4.4,13 ratings,Philosophy,Emory University,"75%
would take again",75%,"2.5
level of difficulty",2.5,4.4
Njalia Pitre,https://www.ratemyprofessors.com/professor/1601164,QUALITY,,2 ratings,Not Specified,Emory University,"N/A
would take again",N/A,"3.5
level of difficulty",3.5,2.8
Tilman Klumpp,https://www.ratemyprofessors.com/professor/1618027,QUALITY,,8 ratings,Economics,Emory University,"N/A
would take again",N/A,"3.6
level of difficulty",3.6,3.6
Sarita Alami,https://www.ratemyprofessors.com/professor/1618735,QUALITY,5,3 ratings,History,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3,5
Yumiko Nishi,https://www.ratemyprofessors.com/professor/1619129,QUALITY,4.5,2 ratings,Languages,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2,4.5
Amin Erfani,https://www.ratemyprofessors.com/professor/1619770,QUALITY,4.8,6 ratings,French,Emory University,"N/A
would take again",N/A,"1.5
level of difficulty",1.5,4.8
Emily Kader,https://www.ratemyprofessors.com/professor/1621343,QUALITY,4.8,3 ratings,English,Emory University,"N/A
would take again",N/A,"1.3
level of difficulty",1.3,4.8
Mark Fagiano,https://www.ratemyprofessors.com/professor/1625784,QUALITY,4.4,14 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2,4.4
Ryan Garibaldi,https://www.ratemyprofessors.com/professor/1626384,QUALITY,4.3,4 ratings,Mathematics,Emory University,"N/A
would take again",N/A,"3.3
level of difficulty",3.3,4.3
Adrian Austin,https://www.ratemyprofessors.com/professor/1627652,QUALITY,,4 ratings,Economics,Emory University,"N/A
would take again",N/A,"4.5
level of difficulty",4.5,2.9
Mary Sevier,https://www.ratemyprofessors.com/professor/1629118,QUALITY,,7 ratings,Business,Emory University,"0%
would take again",0%,"3.9
level of difficulty",3.9,3.8
Valerie Summet,https://www.ratemyprofessors.com/professor/1629931,QUALITY,4,24 ratings,Computer Science,Emory University,"67%
would take again",67%,"3.1
level of difficulty",3.1,4
Kent Still,https://www.ratemyprofessors.com/professor/1630176,QUALITY,,2 ratings,Philosophy,Emory University,"100%
would take again",100%,"1
level of difficulty",1,2.5
Anandhi Bharadwaj,https://www.ratemyprofessors.com/professor/1634833,QUALITY,,10 ratings,Business,Emory University,"0%
would take again",0%,"3.5
level of difficulty",3.5,2.8
Gilberto Ruiz,https://www.ratemyprofessors.com/professor/1637479,QUALITY,,0 ratings,Religion,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Shozo Trapana,https://www.ratemyprofessors.com/professor/1644016,QUALITY,,0 ratings,Biology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Gray Dustin,https://www.ratemyprofessors.com/professor/1644652,QUALITY,,1 ratings,English,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4,3
Youness Elbousty,https://www.ratemyprofessors.com/professor/1644803,QUALITY,5,10 ratings,Languages,Emory University,"100%
would take again",100%,"3.1
level of difficulty",3.1,5
David Frisvold,https://www.ratemyprofessors.com/professor/1616676,QUALITY,4.8,2 ratings,Economics,Emory University,"N/A
would take again",N/A,"2.5
level of difficulty",2.5,4.8
Sissel McCarthy,https://www.ratemyprofessors.com/professor/1686947,QUALITY,,3 ratings,Journalism,Emory University,"0%
would take again",0%,"4
level of difficulty",4,3
Christopher Scarborough,https://www.ratemyprofessors.com/professor/1691591,QUALITY,4.8,10 ratings,Chemistry,Emory University,"N/A
would take again",N/A,"3.6
level of difficulty",3.6,4.8
Shuai Yuan,https://www.ratemyprofessors.com/professor/1695820,QUALITY,,0 ratings,Computer Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Katrin Jomaa,https://www.ratemyprofessors.com/professor/1702820,QUALITY,5,10 ratings,Languages,Emory University,"N/A
would take again",N/A,"1.2
level of difficulty",1.2,5
Kaz Miyagiwa,https://www.ratemyprofessors.com/professor/1705669,QUALITY,4,1 ratings,Economics,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3,4
Edward Glowienka,https://www.ratemyprofessors.com/professor/1710715,QUALITY,4.5,2 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3,4.5
Rosario Vickery,https://www.ratemyprofessors.com/professor/1710721,QUALITY,,1 ratings,Spanish,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2,3.5
Sean Wempe,https://www.ratemyprofessors.com/professor/1711112,QUALITY,5,1 ratings,History,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3,5
Jong Kwan Lee,https://www.ratemyprofessors.com/professor/1711140,QUALITY,4.3,2 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"1.5
level of difficulty",1.5,4.3
Leslie Real,https://www.ratemyprofessors.com/professor/1711561,QUALITY,4.6,8 ratings,Biology,Emory University,"100%
would take again",100%,"1.6
level of difficulty",1.6,4.6
Susan White,https://www.ratemyprofessors.com/professor/1718259,QUALITY,4.3,3 ratings,English,Emory University,"N/A
would take again",N/A,"2.3
level of difficulty",2.3,4.3
Molly Brodak,https://www.ratemyprofessors.com/professor/1718267,QUALITY,4.3,9 ratings,English,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3,4.3
Jessica Grosholz,https://www.ratemyprofessors.com/professor/1719180,QUALITY,5,1 ratings,Sociology,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2,5
Liz Waldman,https://www.ratemyprofessors.com/professor/1719183,QUALITY,4,1 ratings,Theater,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2,4
Boyi Yang,https://www.ratemyprofessors.com/professor/1720042,QUALITY,,10 ratings,Mathematics,Emory University,"N/A
would take again",N/A,"2.9
level of difficulty",2.9,3.5
Ana Solano-Campos,https://www.ratemyprofessors.com/professor/1725565,QUALITY,,1 ratings,Education,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4,3.5
Chanel Craft,https://www.ratemyprofessors.com/professor/1684622,QUALITY,4.5,1 ratings,Women's Studies,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2,4.5
Crystal Edmonson,https://www.ratemyprofessors.com/professor/1734047,QUALITY,,1 ratings,Journalism,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2,1.5
David Armstrong,https://www.ratemyprofessors.com/professor/1736137,QUALITY,4.7,3 ratings,Journalism,Emory University,"N/A
would take again",N/A,"5
level of difficulty",5,4.7
Anna Finkel,https://www.ratemyprofessors.com/professor/1739386,QUALITY,,1 ratings,Spanish,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4,2.5
Mari Webel,https://www.ratemyprofessors.com/professor/1739409,QUALITY,4.3,5 ratings,Not Specified,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3,4.3
Kelly Del Campo,https://www.ratemyprofessors.com/professor/1741103,QUALITY,4,1 ratings,Spanish,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3,4
Charles Williams,https://www.ratemyprofessors.com/professor/1741106,QUALITY,5,1 ratings,History,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2,5
Kate Woeber,https://www.ratemyprofessors.com/professor/1742124,QUALITY,4.5,1 ratings,Nursing,Emory University,"N/A
would take again",N/A,"1
level of difficulty",1,4.5
Terri Ades,https://www.ratemyprofessors.com/professor/1742127,QUALITY,,8 ratings,Nursing,Emory University,"0%
would take again",0%,"3
level of difficulty",3,3.1
Kate Yeager,https://www.ratemyprofessors.com/professor/1742128,QUALITY,4.3,2 ratings,Nursing,Emory University,"N/A
would take again",N/A,"1
level of difficulty",1,4.3
Sara Edwards,https://www.ratemyprofessors.com/professor/1742130,QUALITY,,2 ratings,Nursing,Emory University,"0%
would take again",0%,"2.5
level of difficulty",2.5,3.5
Rebecca Longtin,https://www.ratemyprofessors.com/professor/1745780,QUALITY,,0 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Roopika Risam,https://www.ratemyprofessors.com/professor/1749592,QUALITY,5,4 ratings,English,Emory University,"N/A
would take again",N/A,"2.5
level of difficulty",2.5,5
Alex Hicks,https://www.ratemyprofessors.com/professor/1752935,QUALITY,,5 ratings,Sociology,Emory University,"N/A
would take again",N/A,"1.2
level of difficulty",1.2,2.1
Carla Freeman,https://www.ratemyprofessors.com/professor/1756183,QUALITY,,3 ratings,Anthropology,Emory University,"N/A
would take again",N/A,"3.3
level of difficulty",3.3,2.3
Melissa Waller,https://www.ratemyprofessors.com/professor/1761307,QUALITY,5,4 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"1.3
level of difficulty",1.3,5
Karla Oeler,https://www.ratemyprofessors.com/professor/1761843,QUALITY,,5 ratings,Film,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3,3
Cynthia Counts,https://www.ratemyprofessors.com/professor/1734040,QUALITY,,1 ratings,Journalism,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4,3.5
Donald Tuten,https://www.ratemyprofessors.com/professor/1783726,QUALITY,4.3,4 ratings,Spanish,Emory University,"100%
would take again",100%,"2
level of difficulty",2,4.3
