professor,Title_URL,rating,numRating,Department,cardschool__schoolsc19lmz2k1,cardfeedback__cardfeedbackitemlq6nix1,cardfeedback__cardfeedbackitemlq6nix13,cardfeedback__cardfeedbackitemlq6nix14,cardfeedback__cardfeedbackitemlq6nix15
Thomas Walker,https://www.ratemyprofessors.com/professor/1517798,4.5,19 ratings,Political Science,Emory University,"100%
would take again",100%,"3.6
level of difficulty",3.6
William Brown,https://www.ratemyprofessors.com/professor/1519482,2.5,1 ratings,Film,Emory University,"N/A
would take again",N/A,"1
level of difficulty",1
Walter Reed,https://www.ratemyprofessors.com/professor/1522028,3.3,2 ratings,English,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2
Randy Fullerton,https://www.ratemyprofessors.com/professor/1527470,4.8,6 ratings,Theater,Emory University,"N/A
would take again",N/A,"1.2
level of difficulty",1.2
Susan Janiszewski,https://www.ratemyprofessors.com/professor/1529863,3.8,5 ratings,Mathematics,Emory University,"N/A
would take again",N/A,"3.2
level of difficulty",3.2
Catherine Vena,https://www.ratemyprofessors.com/professor/1531987,5,1 ratings,Nursing,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3
Carolyn Clevenger,https://www.ratemyprofessors.com/professor/1532214,5,2 ratings,Nursing,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3
Katharine Schweitzer,https://www.ratemyprofessors.com/professor/1533162,4.9,8 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"1.3
level of difficulty",1.3
Geraldine Higgins,https://www.ratemyprofessors.com/professor/1536121,3.4,5 ratings,English,Emory University,"67%
would take again",67%,"2.8
level of difficulty",2.8
Rkia Cornell,https://www.ratemyprofessors.com/professor/1541821,4.7,14 ratings,Languages,Emory University,"100%
would take again",100%,"1.8
level of difficulty",1.8
Hannah Reed,https://www.ratemyprofessors.com/professor/1543380,0,0 ratings,Languages,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Jeff Rummel,https://www.ratemyprofessors.com/professor/1543381,3.7,15 ratings,Business,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3
Melissa Williams,https://www.ratemyprofessors.com/professor/1543383,4.2,10 ratings,Business,Emory University,"88%
would take again",88%,"2.5
level of difficulty",2.5
John Smith,https://www.ratemyprofessors.com/professor/1546871,0,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Aya McDaniel,https://www.ratemyprofessors.com/professor/1550963,4.1,4 ratings,Languages,Emory University,"100%
would take again",100%,"2.8
level of difficulty",2.8
Oindrila Mukherjee,https://www.ratemyprofessors.com/professor/1554835,1,1 ratings,English,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3
Naama Harel,https://www.ratemyprofessors.com/professor/1557853,4.8,2 ratings,Languages,Emory University,"N/A
would take again",N/A,"1.5
level of difficulty",1.5
Fernando Esquivel,https://www.ratemyprofessors.com/professor/1563951,4.3,2 ratings,Spanish,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4
Usha Nair-Reichert,https://www.ratemyprofessors.com/professor/1567285,3.7,3 ratings,Economics,Emory University,"N/A
would take again",N/A,"3.3
level of difficulty",3.3
Ursula Goldenbaum,https://www.ratemyprofessors.com/professor/1572001,3.6,6 ratings,Philosophy,Emory University,"100%
would take again",100%,"3.2
level of difficulty",3.2
Charlotte Merchant,https://www.ratemyprofessors.com/professor/1573309,5,1 ratings,Spanish,Emory University,"N/A
would take again",N/A,"1
level of difficulty",1
Jaroslaw Slawinski,https://www.ratemyprofessors.com/professor/1582262,2,3 ratings,Computer Science,Emory University,"N/A
would take again",N/A,"1.7
level of difficulty",1.7
Kathryn Kadous,https://www.ratemyprofessors.com/professor/1584310,5,1 ratings,Business,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4
Karen Glanz,https://www.ratemyprofessors.com/professor/1586510,0,0 ratings,Health Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Karla Passalaqua,https://www.ratemyprofessors.com/professor/1593276,4.6,17 ratings,Biology,Emory University,"N/A
would take again",N/A,"3.4
level of difficulty",3.4
Jason Schulman,https://www.ratemyprofessors.com/professor/1595256,5,1 ratings,History,Emory University,"N/A
would take again",N/A,"5
level of difficulty",5
Frederick Marcus,https://www.ratemyprofessors.com/professor/1600896,4.4,13 ratings,Philosophy,Emory University,"75%
would take again",75%,"2.5
level of difficulty",2.5
Njalia Pitre,https://www.ratemyprofessors.com/professor/1601164,2.8,2 ratings,Not Specified,Emory University,"N/A
would take again",N/A,"3.5
level of difficulty",3.5
Tilman Klumpp,https://www.ratemyprofessors.com/professor/1618027,3.6,8 ratings,Economics,Emory University,"N/A
would take again",N/A,"3.6
level of difficulty",3.6
Sarita Alami,https://www.ratemyprofessors.com/professor/1618735,5,3 ratings,History,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3
Yumiko Nishi,https://www.ratemyprofessors.com/professor/1619129,4.5,2 ratings,Languages,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2
Amin Erfani,https://www.ratemyprofessors.com/professor/1619770,4.8,6 ratings,French,Emory University,"N/A
would take again",N/A,"1.5
level of difficulty",1.5
Emily Kader,https://www.ratemyprofessors.com/professor/1621343,4.8,3 ratings,English,Emory University,"N/A
would take again",N/A,"1.3
level of difficulty",1.3
Mark Fagiano,https://www.ratemyprofessors.com/professor/1625784,4.4,14 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2
Ryan Garibaldi,https://www.ratemyprofessors.com/professor/1626384,4.3,4 ratings,Mathematics,Emory University,"N/A
would take again",N/A,"3.3
level of difficulty",3.3
Adrian Austin,https://www.ratemyprofessors.com/professor/1627652,2.9,4 ratings,Economics,Emory University,"N/A
would take again",N/A,"4.5
level of difficulty",4.5
Mary Sevier,https://www.ratemyprofessors.com/professor/1629118,3.8,7 ratings,Business,Emory University,"0%
would take again",0%,"3.9
level of difficulty",3.9
Valerie Summet,https://www.ratemyprofessors.com/professor/1629931,4,24 ratings,Computer Science,Emory University,"67%
would take again",67%,"3.1
level of difficulty",3.1
Kent Still,https://www.ratemyprofessors.com/professor/1630176,2.5,2 ratings,Philosophy,Emory University,"100%
would take again",100%,"1
level of difficulty",1
Anandhi Bharadwaj,https://www.ratemyprofessors.com/professor/1634833,2.8,10 ratings,Business,Emory University,"0%
would take again",0%,"3.5
level of difficulty",3.5
Gilberto Ruiz,https://www.ratemyprofessors.com/professor/1637479,0,0 ratings,Religion,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Shozo Trapana,https://www.ratemyprofessors.com/professor/1644016,0,0 ratings,Biology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Gray Dustin,https://www.ratemyprofessors.com/professor/1644652,3,1 ratings,English,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4
Youness Elbousty,https://www.ratemyprofessors.com/professor/1644803,5,10 ratings,Languages,Emory University,"100%
would take again",100%,"3.1
level of difficulty",3.1
David Frisvold,https://www.ratemyprofessors.com/professor/1616676,4.8,2 ratings,Economics,Emory University,"N/A
would take again",N/A,"2.5
level of difficulty",2.5
Sissel McCarthy,https://www.ratemyprofessors.com/professor/1686947,3,3 ratings,Journalism,Emory University,"0%
would take again",0%,"4
level of difficulty",4
Christopher Scarborough,https://www.ratemyprofessors.com/professor/1691591,4.8,10 ratings,Chemistry,Emory University,"N/A
would take again",N/A,"3.6
level of difficulty",3.6
Shuai Yuan,https://www.ratemyprofessors.com/professor/1695820,0,0 ratings,Computer Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Katrin Jomaa,https://www.ratemyprofessors.com/professor/1702820,5,10 ratings,Languages,Emory University,"N/A
would take again",N/A,"1.2
level of difficulty",1.2
Kaz Miyagiwa,https://www.ratemyprofessors.com/professor/1705669,4,1 ratings,Economics,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3
Edward Glowienka,https://www.ratemyprofessors.com/professor/1710715,4.5,2 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3
Rosario Vickery,https://www.ratemyprofessors.com/professor/1710721,3.5,1 ratings,Spanish,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2
Sean Wempe,https://www.ratemyprofessors.com/professor/1711112,5,1 ratings,History,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3
Jong Kwan Lee,https://www.ratemyprofessors.com/professor/1711140,4.3,2 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"1.5
level of difficulty",1.5
Leslie Real,https://www.ratemyprofessors.com/professor/1711561,4.6,8 ratings,Biology,Emory University,"100%
would take again",100%,"1.6
level of difficulty",1.6
Susan White,https://www.ratemyprofessors.com/professor/1718259,4.3,3 ratings,English,Emory University,"N/A
would take again",N/A,"2.3
level of difficulty",2.3
Molly Brodak,https://www.ratemyprofessors.com/professor/1718267,4.3,9 ratings,English,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3
Jessica Grosholz,https://www.ratemyprofessors.com/professor/1719180,5,1 ratings,Sociology,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2
Liz Waldman,https://www.ratemyprofessors.com/professor/1719183,4,1 ratings,Theater,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2
Boyi Yang,https://www.ratemyprofessors.com/professor/1720042,3.5,10 ratings,Mathematics,Emory University,"N/A
would take again",N/A,"2.9
level of difficulty",2.9
Ana Solano-Campos,https://www.ratemyprofessors.com/professor/1725565,3.5,1 ratings,Education,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4
Chanel Craft,https://www.ratemyprofessors.com/professor/1684622,4.5,1 ratings,Women's Studies,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2
Crystal Edmonson,https://www.ratemyprofessors.com/professor/1734047,1.5,1 ratings,Journalism,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2
David Armstrong,https://www.ratemyprofessors.com/professor/1736137,4.7,3 ratings,Journalism,Emory University,"N/A
would take again",N/A,"5
level of difficulty",5
Anna Finkel,https://www.ratemyprofessors.com/professor/1739386,2.5,1 ratings,Spanish,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4
Mari Webel,https://www.ratemyprofessors.com/professor/1739409,4.3,5 ratings,Not Specified,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3
Kelly Del Campo,https://www.ratemyprofessors.com/professor/1741103,4,1 ratings,Spanish,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3
Charles Williams,https://www.ratemyprofessors.com/professor/1741106,5,1 ratings,History,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2
Kate Woeber,https://www.ratemyprofessors.com/professor/1742124,4.5,1 ratings,Nursing,Emory University,"N/A
would take again",N/A,"1
level of difficulty",1
Terri Ades,https://www.ratemyprofessors.com/professor/1742127,3.1,8 ratings,Nursing,Emory University,"0%
would take again",0%,"3
level of difficulty",3
Kate Yeager,https://www.ratemyprofessors.com/professor/1742128,4.3,2 ratings,Nursing,Emory University,"N/A
would take again",N/A,"1
level of difficulty",1
Sara Edwards,https://www.ratemyprofessors.com/professor/1742130,3.5,2 ratings,Nursing,Emory University,"0%
would take again",0%,"2.5
level of difficulty",2.5
Rebecca Longtin,https://www.ratemyprofessors.com/professor/1745780,0,0 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Roopika Risam,https://www.ratemyprofessors.com/professor/1749592,5,4 ratings,English,Emory University,"N/A
would take again",N/A,"2.5
level of difficulty",2.5
Alex Hicks,https://www.ratemyprofessors.com/professor/1752935,2.1,5 ratings,Sociology,Emory University,"N/A
would take again",N/A,"1.2
level of difficulty",1.2
Carla Freeman,https://www.ratemyprofessors.com/professor/1756183,2.3,3 ratings,Anthropology,Emory University,"N/A
would take again",N/A,"3.3
level of difficulty",3.3
Melissa Waller,https://www.ratemyprofessors.com/professor/1761307,5,4 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"1.3
level of difficulty",1.3
Karla Oeler,https://www.ratemyprofessors.com/professor/1761843,3,5 ratings,Film,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3
Cynthia Counts,https://www.ratemyprofessors.com/professor/1734040,3.5,1 ratings,Journalism,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4
Donald Tuten,https://www.ratemyprofessors.com/professor/1783726,4.3,4 ratings,Spanish,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Kaori Harada,https://www.ratemyprofessors.com/professor/1785934,3,2 ratings,Languages,Emory University,"N/A
would take again",N/A,"2.5
level of difficulty",2.5
Sergei Urazhdin,https://www.ratemyprofessors.com/professor/1788082,4.8,4 ratings,Physics,Emory University,"100%
would take again",100%,"3.3
level of difficulty",3.3
Julia Haas,https://www.ratemyprofessors.com/professor/1789255,5,4 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"1.8
level of difficulty",1.8
Marta Jimenez,https://www.ratemyprofessors.com/professor/1790237,3.9,3 ratings,Philosophy,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Woody Hickcox,https://www.ratemyprofessors.com/professor/1790800,3.5,1 ratings,Not Specified,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4
Sean Meighoo,https://www.ratemyprofessors.com/professor/1791423,4.1,11 ratings,Humanities,Emory University,"100%
would take again",100%,"2.7
level of difficulty",2.7
Yoshiaki Furui,https://www.ratemyprofessors.com/professor/1791430,5,2 ratings,English,Emory University,"N/A
would take again",N/A,"1.5
level of difficulty",1.5
Rebecca Clark,https://www.ratemyprofessors.com/professor/1793714,1,1 ratings,Political Science,Emory University,"N/A
would take again",N/A,"4
level of difficulty",4
Scott Lilienfeld,https://www.ratemyprofessors.com/professor/1797285,4.3,16 ratings,Psychology,Emory University,"80%
would take again",80%,"2.7
level of difficulty",2.7
Susan Bredlau,https://www.ratemyprofessors.com/professor/1797890,4.5,13 ratings,Philosophy,Emory University,"72%
would take again",72%,"2.5
level of difficulty",2.5
Belle Jones,https://www.ratemyprofessors.com/professor/1799410,0,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Nicholas Jones,https://www.ratemyprofessors.com/professor/1799611,3,4 ratings,Spanish,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2
Ashley Darcy Mahoney,https://www.ratemyprofessors.com/professor/1799745,5,3 ratings,Nursing,Emory University,"N/A
would take again",N/A,"3.3
level of difficulty",3.3
Marianne Lancaster,https://www.ratemyprofessors.com/professor/1804110,4.9,11 ratings,Languages,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3
Mzwandile Ginindza,https://www.ratemyprofessors.com/professor/1804468,2.7,13 ratings,Economics,Emory University,"N/A
would take again",N/A,"2.6
level of difficulty",2.6
Walter Adamson,https://www.ratemyprofessors.com/professor/1783366,3.8,8 ratings,History,Emory University,"N/A
would take again",N/A,"3.6
level of difficulty",3.6
ED Craighead,https://www.ratemyprofessors.com/professor/1828541,5,1 ratings,Psychology,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2
