,Class Number,Class title
689,NRSG 392,Clinical Practicum Maternity & Reproductive Health
690,NRSG 393,Clinical Practicum Mental Health
691,NRSG 394,Clinical Practicum Pediatrics
692,NRSG 400,Cardiac Dysrhythmias & ECG Interpretation in Adults
693,NRSG 401,Forensic Nursing
694,NRSG 402,Introduction to Critical Care
695,NRSG 406,Emergency Nursing Jack of All Trades
696,NRSG 408,Maternity and Reproductive Health Nursing
697,NRSG 411,Mental Health Nursing
698,NRSG 412,Nursing Care of the Oncology Patient
699,NRSG 416,Perspectives in Professional Nursing Health Systems Global Health
700,NRSG 416,Perspectives in Professional Nursing Health Systems Clinical Nursing Education
701,NRSG 416,"Perspectives in Professional Nursing Health Systems Management, Admin, Leadership"
702,NRSG 416,Perspectives in Professional Nursing Health Systems Research
703,NRSG 416,Perspectives in Professional Nursing Health Systems Policy & Advocacy
704,NRSG 424,Case Study Analysis Seminar II
705,NRSG 426,Fundamentals of Wound Care
706,NRSG 430,Nursing in Complex Care Situations
707,NRSG 431,Clinical Practicum IV
708,NRSG 432,Ambulatory Care
709,NRSG 436D,Acute and Chronic Care II Practicum
710,NRSG 439D,Mental Health or Maternity Practicum
711,NRSG 497R,Directed Study Pediatric Care Transitioning
712,NRSG 497R,Directed Study Nutrition Elective
713,NRSG 497R,Directed Study Professional Nursing Practice
714,NRSG 497R,Directed Study Sepsis Prevention in Neonate
715,NRSG 497R,Directed Study Palliative Care Sem. & Clinica
716,NRSG 497R,Directed Study
717,NRSG 510,Woodruff Fellows Seminar III
718,NRSG 518,Management of Acute and Chronic Illness II
719,NRSG 520,Acute and Complex Chronic Disease Management for the AGACNP II
720,NRSG 529,Advanced PhysiologyPathophysiology Anesthesia I
721,NRSG 535,Concepts in Neonatal Nursing
722,NRSG 546,Advanced Pediatric Practice II
723,NRSG 557,Advanced Neonatal Issues II
724,NRSG 563,Anesthesia for Surgical Procedures and Special Populations I
725,NRSG 572,Family Nurse Practitioner II
726,NRSG 579,FamilyEmergency Nurse Practitioner II Medical Emergencies
727,NRSG 591,Healthcare Quality and Patient Safety
728,NRSG 595,The Leader's Role in Emergency Preparedness and Response
729,NRSG 601,Women's Health Nurse Practitioner II Advanced Care of Women
730,NRSG 614,Human Lactation & Breastfeeding Mgmt
731,NRSG 630,Nurse Midwifery II
732,NRSG 652,Mental Health Issues for APN
733,NRSG 653,Neonatal NP II
734,NRSG 657,Palliative Care Across the Spectrum
735,NRSG 662,Pediatric Acute Care Nurse Practitioner II
736,NRSG 665,Pediatric Primary Care Nurse Practitioner II
737,NRSG 669,Adult Gerontological Acute Care Nurse Practitioner II
738,NRSG 673,Adult Gerontological Primary Care Nurse Practitioner II
739,NRSG 688,Nurse Anesthesia Application II
740,NRSG 691,Nurse Anesthesia Application V
741,NRSG 692R,Comprehensive Anesthesia Review Seminar
742,NRSG 697R,Directed Study Pain Management
743,NRSG 697R,Directed Study Pediatric Pharmacology
744,NRSG 697R,Directed Study Nursing Ed. & Learning Theory
745,NRSG 697R,Directed Study Acad.WritingCommunity Engage.
746,NRSG 722D,Leadership for Health Professions
747,NRSG 795R,Advanced Research
748,NRSG 799R,Dissertation Research
749,NS 597R,Laboratory Rotations
750,NS 599R,Thesis Research (Master Level)
751,NS 699R,Advanced Graduate Research
752,NS 799R,Dissertation Research
753,OAM 330,Organization & Management
754,OAM 432,Negotiations
755,OAM 531,Leading People and Organizations
756,OAM 531Y,Leading Organizations & Strategy
757,OAM 562Y,Leadership
758,OAM 631A,Leading People & Organizations
759,OAM 634,Strategic Management
760,OAM 636,Entrepreneurship
761,OAM 660,Strategic Networks
762,OCFT 999LAW,Off Campus Enrollment - Full Time
763,LAW,Meets
764,OCFT 999UBUS,Off Campus Enrollment - Full Time
765,PAE 7105,Becoming a Physician Assistant III
766,PAE 7203,Fundamentals of Cardiology
767,PAE 7205,Fundamentals of Endocrinology
768,PAE 7207,Fundamentals of Nephrology and Genito-Urinary Disease
769,PAE 7209,Fundamentals of Neurology
770,PAE 7400,Psychiatry
771,PAE 7401,General Surgery
772,PAE 7402,Emergency Medicine
773,PAE 7403,ObstetricsGynecology
774,PAE 7405,Pediatrics
775,PAE 7406,Internal Medicine
776,PAE 7407,Family Medicine
777,PAE 7500,Elective I
778,PAE 7501,Elective II
779,PAE 7502,Elective III
780,PAE 7802,Senior Thesis II
781,PAE 8000,Core Courses
782,PBEE 599R,Thesis Research (Master Level)
783,PBEE 699R,Advanced Graduate Research
784,PBEE 799R,Dissertation Research
785,PC 630,Pastoral Care of Adolescents
786,PE 125,Play Emory
787,PHIL 100,Basic Problems in Philosophy
788,PHIL 110,Introduction to Logic
789,PHIL 116,Intro to Bioethics
790,PHIL 118,Intro to Business Ethics
791,PHIL 133,Intro to Philosophy of Film
792,PHIL 599R,Thesis Research
793,PHIL 797R,Directed Study
794,PHIL 799R,Advanced Research
795,PHYS 116,Intro Astronomy WLab
796,PHYS 141,Intro Physics I WLab
797,PHYS 142,Intro Physics II WLab
798,PHYS 397R,Directed Study
799,PHYS 499R,Undergraduate Research
800,PHYS 597R,Directed Study
801,PHYS 599R,Research (Pre-Candidacy)
802,PHYS 799R,Advanced Research (Post- Candidacy)
803,POLS 110,Introduction to International Politics
804,POLS 111,Principles of Political Science
805,POLS 208,Research Design and Methods
806,D. Davis III,POLS 372
807,POLS 396R,Basic Internship in Politics
808,POLS 496RW,Internship in Political Science
809,POLS 497R,Directed Study
810,POLS 599R,Thesis Research
811,POLS 799R,Advanced Research
812,PORT 201,Intermediate Portuguese I
813,PRS 502D,EMPH Thesis Seminar
814,PRS 542D,Curriculum Development for the Public Health Workforce
815,PRS 562D,Program Planning Capstone II
816,PRS 575D,Planning & Performance Measures for Non-Profits & Other Agencies
817,PRS 595R,Applied Practice Experience
818,PRS 597D,Directed Study
819,PRS 599R,Thesis
820,PSYC 110,Intro Psyc IPsychobio & Cognition
821,PSYC 205,Child Development
822,PSYC 210,Adult Abnormal Behavior
823,PSYC 215,Cognition
824,PSYC 223,Drugs & Behavior
825,PSYC 320,Animal Behavior
826,PSYC 353,Behavioral Neuroscience
827,PSYC 498R,Directed Reading
828,PSYC 499R,Directed Research
829,PSYC 597R,Directed Study
830,PSYC 599R,Master Thesis Research
831,PSYC 750R,Clinical Supervision Intervention Practicum
832,PSYC 750R,Clinical Supervision Assessment Practicum
833,PSYC 750R,Clinical Supervision Evidence-Based Intervention FamilySchool Based
834,PSYC 750R,Clinical Supervision Community Practicum
835,PSYC 750R,Clinical Supervision Stress Management Clinic
836,PSYC 770R,Topic Seminars Psych Prof.Psych Issues Consultation
837,PSYC 770R,Topic Seminars Psych Grantwriting
838,PSYC 797R,Directed Research
839,PSYC 799R,Doctoral Dissertation Research
840,QTM 100,Intro to Stat Inference
841,QTM 150,Introduction to Statistical Computing I
842,QTM 210,Probability and Statistics
843,QTM 302W,Technical Writing
844,RE 501,RE As Formation & Transformation
845,REL 209,History of Religions In America
846,REL 210RW,Classic Religious Texts
847,REL 358R,Religion and Healing
848,RES 999GAH,Graduate Residence Full-Time
849,RES 999GNUR,Graduate Residence Full-Time
850,RES 999LAW,Graduate Residence Full-Time
851,RES 999PUBH,Graduate Residence Full-Time
852,RES 999PUBH,Graduate Residence Full-Time Graduate Field Experience
853,RES 999PUBH,Graduate Residence Full-Time MI Peace Corp Service
854,RES 999PUBH,Graduate Residence Full-Time
855,RES 999UCOL,Undergrad Residence Full-Time SURE Program
856,RES 999UCOL,Undergrad Residence Full-Time SAS Program
857,RES 999UCOL,Undergrad Residence Full-Time Off Campus FT Domestic Enr
858,RES 999UCOL,Undergrad Residence Full-Time
859,RES 999UCOL,Undergrad Residence Full-Time Off Campus FT Domestic MMUF
860,RES 999UNUR,Undergrad Residence Full-Time
861,RLAR 599R,Thesis Research
862,RLAR 799R,Dissertation Research
863,RLE 599R,Thesis Research
864,RLE 799R,Dissertation Research
865,RLHB 599R,Thesis Research
866,RLHB 799R,Dissertation Research
867,RLHT 599R,Thesis Research
868,RLHT 799R,Dissertation Research
869,RLNT 599R,Thesis Research
870,RLNT 799R,Dissertation Research
871,RLPC 599R,Research
872,RLPC 799R,Dissertation Research
873,RLTS 599R,Thesis Research
874,RLTS 799R,Dissertation Research
875,SOC 101,Intro to General Sociology
876,SOC 221,Culture and Society
877,SOC 225,Sociology of Sex and Gender
878,SOC 597R,Directed Study
879,SOC 599R,M.A. Research
880,SOC 799R,Phd Research
881,SPAN 101,Elementary Spanish I
882,SPAN 102,Elementary Spanish II
883,SPAN 201,Intermediate Spanish I
884,SPAN 202,Intermediate Spanish II
885,SPAN 210,Spanish For Reading Comprehension
886,TATT 605GMB,Teaching Assistantship
887,TATT 605REL,Teaching Assistantship
888,TATT 610REL,Teaching Associateship
889,THEA 100,Introduction to the Theater
890,THEA 215,History of Drama and Theater I
891,THEA 340W,Arts Writing & Criticism
892,THM 600,Post-MDiv Elective
893,THM 650,ThM Project
894,THM 999R,THM Administrative Fee
895,VM 999D1,Visiting Medical Rotation One
896,VM 999D2,Visiting Medical Rotation Two
897,VM 999INT1,Visiting Medical Rotation One
898,VM 999INT2,Visiting Medical Rotation Two
899,VMR 999,Visiting Medical Research Rotation
900,W 501,Public Worship
901,WGS 231,Sociology of Sex and Gender
902,WGS 356W,"Women, Music and Culture"
903,WGS 798R,Pre-Candidacy Research
904,WGS 799R,Advanced Research
905,WR 605,Introduction to Islam
906,DONE,Reset Search
907,AAS 100,Intro To African American Studies
908,AAS 190,Fresh Sem Africn Amer Studies Black Women and Beauty
909,AAS 247,Racial & Ethnic Relations
910,AAS 262W,Survey of African-American Literature Since 1900
911,AAS 285,Special Topics in African American Studies Sociological Imagination TV
912,AAS 285,Special Topics in African American Studies Global Literature in English
913,AAS 285,Special Topics in African American Studies Afro-Indigenous History
914,AAS 303,Black Music
915,AAS 306,Music of Harlem Renaissance
916,AAS 318,Art and Social Change
917,AAS 359,Studies in African American Literature 1900 to Present
918,AAS 375,Topics in Black Women's Studies
919,AAS 385,Topics in Afr American Studies Af.Am.Lit.and Pop Culture
920,AAS 385,Topics in Afr American Studies African Diaspora in Americas
921,AAS 385,Topics in Afr American Studies Theories of Black Sexuality
922,AAS 385,Topics in Afr American Studies Afr. American Film Since 1965
923,AAS 385,Topics in Afr American Studies Get the Bag
924,AAS 385,"Topics in Afr American Studies Money, Power, Respect"
925,AAS 385,"Topics in Afr American Studies Race, Gender, and Speculation"
926,AAS 385,Topics in Afr American Studies Black Queer Studies
927,AAS 385,Topics in Afr American Studies African American Language
928,AAS 385,Topics in Afr American Studies Hist of Amer. DramaTheater
929,AAS 385,Topics in Afr American Studies Feminist Studies of Race
930,AAS 398R,Directed Readings
931,AAS 482,Black Women Writers
932,AAS 485W,"Special Topics Seminar Black Women, Love & Happiness"
933,AAS 490R,Senior Seminar
934,ACT 210,Financial Accounting
935,ACT 211,Managerial Accounting
936,ACT 312B,Financial Reporting II
937,ACT 400,Study Abroad Accounting Elective (General)
938,ACT 410,Legal Environment of Business
939,ACT 411,International Business Law
940,ACT 414,Financial Statement Analysis
941,ACT 512,Financial Reporting & Analysis
942,ACT 513,Managerial Accounting
943,ACT 513B,Managerial Accounting
944,ACT 514,Financial Statement Analysis
945,ACT 580,Professional Topics in Accounting
946,ACT 612,Adv. Financial Accounting
947,ACT 612B,Financial Reporting II
948,ACT 613,Advanced Managerial Accounting
949,ACT 616,Corp and Partnership Taxation
950,ACT 618,Auditing
951,ACT 690,Professional Development II
952,ACT 691,Applied Work Experience
953,ACT 691A,Applied Work Experience
954,ACT 711,Advanced Topics in Accounting Research I
955,ACT 712,Accounting Research II
956,AEPI 534D,Applied Epidemiology II
957,AEPI 537D,Introduction to SAS Programming
958,AEPI 565D,Advanced Modeling
959,AEPI 597D,Applied EPI Directed Study
960,AEPI 599R,Thesis
961,AFS 190,Frsh Seminar African Studies Global Africa
962,AFS 270,Topic Seminar African Religions
963,AFS 334,Contemporary African Politics
964,AFS 367,The Making of South Africa
965,AFS 389,"Special TopicsAfrican Studies Energy,Culture,Env.in Africa"
966,AFS 389,Special TopicsAfrican Studies Globalization&Transnational
967,AFS 389,Special TopicsAfrican Studies Econ Develop.AfricaMid.East
968,AFS 389,Special TopicsAfrican Studies African Diaspora in Americas
969,AFS 389W,Special TopicsAfrican Studies Planetary Futures
970,AFS 398,Dir ReadingAfrican Studies
971,AFS 489,Special Topics Seminar African Studies French and Francophone Cinema
972,AFS 489,Special Topics Seminar African Studies Brazilian Ideas Art & Culture
973,AFS 489W,Special Topics Seminar African Studies Law & Empire in Atlantic World
974,AFS 495BW,African Studies Honors
975,AMST 190,Freshman Seminar American Studies Black Women and Beauty
976,AMST 285,Special Topics American Questions Making of Mod AmUS Since 1877
977,AMST 285,Special Topics American Questions Asian American History
978,AMST 285,Special Topics American Questions LGBTQ Cultures Since Stonewall
979,AMST 321,American Routes
980,AMST 385,"Special Topics American Studies Race, Gender, and Speculation"
981,AMST 385,Special Topics American Studies History of Person in America
982,AMST 385,Special Topics American Studies Culture of Free Speech Early A
983,AMST 385,Special Topics American Studies Confusing Sense
984,AMST 495RW,Honors Thesis
985,AMST 499R,Senior Research
986,ANCMED 201R,Mediterranean Archaeology Ancient Painting Cultures
987,ANCMED 202R,Literature & Traditions Archaeology and the Bible
988,ANCMED 202R,Literature & Traditions Classical Political Thought
989,ANCMED 498RW,Independent Writing
990,ANES 505C,Human Patient Simulation III
991,ANES 512B,Principles of Airway Management II
992,ANES 516A,Pharm In Anesthesia Practice I
993,ANES 535A,Principles of Instrumentation and Monitoring I
994,ANES 536B,Anesthesiology Practice II
995,ANES 540B,Clinical Methods II
996,ANES 561B,Clinical Anesthesia II
997,ANES 596R,Individual Tutorial
998,ANES 611B,Senior Seminar In Anesthesia II
999,ANES 660B,Clinical Anesthesia V
1000,ANES 680B,Comprehensive Examinations II
1001,ANES 699R,Individual Research
1002,ANES 840,General Med School Anesthesiology Holding
1003,ANT 101,Introduction To Anthropology
1004,ANT 190,Freshman SeminarAnthropology Indigenous Lives & Lands
1005,ANT 190,Freshman SeminarAnthropology Global Africa
1006,ANT 190,Freshman SeminarAnthropology Living Across CampusCulture
1007,ANT 202,Concepts and Methods in Cultural Anthropology
1008,ANT 203,Foundations of Linguistics
1009,ANT 210,Human BiologyLife Cycle Approach
1010,ANT 230,Medical Anthropology
1011,ANT 231,Predictive Health and Society
1012,ANT 258,Anthropology of the Jews
1013,ANT 280R,Anthro. Perspectives New Guinea Peoples in Context
1014,ANT 285,Anthropology; Special Topics Bronze Age Greece
1015,ANT 285,Anthropology; Special Topics African Religions
1016,ANT 285,"Anthropology; Special Topics Bodies, Borders & Boundaries"
1017,ANT 315,Ancient DNA and Human Evolution
1018,ANT 333,Disease & Human Behavior
1019,ANT 337,Religion Health and Healing
1020,ANT 340,Topics in Sociolinguistics African American Language
1021,ANT 352,Globalization & Transnational Culture
1022,ANT 372W,The Craft of Ethnography
1023,ANT 377W,Fieldwork into Performance
1024,ANT 385,Special Topics Anthropology Masculinity & Mortality
1025,ANT 385,Special Topics Anthropology Human Brain Evolution
1026,ANT 385,Special Topics Anthropology Foraging to Food Production
1027,ANT 385,Special Topics Anthropology Health & Food Cultures-America
1028,ANT 385,Special Topics Anthropology Food Systems and Conflict
1029,ANT 385,Special Topics Anthropology Gender & Health
1030,ANT 385,Special Topics Anthropology Race & Identity in Latin Am
1031,ANT 385,"Special Topics Anthropology Energy,Culture,Env.in Africa"
1032,ANT 385W,"Special Topics Anthropology Bioethics, Ethnography & RTech"
1033,ANT 386,"Special TopicsAnthropology Food, Health, and Society"
1034,ANT 391,"Law, Discipline, and Justice"
1035,ANT 397R,Directed Readings
1036,ANT 495BW,Honors Research II
1037,ANT 497R,Undergraduate Research
1038,ANT 503,Evolutionary Processes
1039,ANT 555R,Research Seminar in Biological Anthropology
1040,ANT 585,Spec Tops Anthropology Development and Change
1041,ANT 585,Spec Tops Anthropology Computational Genetics
1042,ANT 585,Spec Tops Anthropology Ethnographic Methods & Writing
1043,ANT 585,Spec Tops Anthropology Brazilian Ideas Art & Culture
1044,ANT 797R,Directed Study
1045,ANT 798R,Advanced Research
1046,ANT 799R,Dissertation Research
1047,APHI 540D,Data Management for Applied Public Health Informatics
1048,APHI 545D,Information Security and Privacy
1049,APHI 580D,Public Health Informatics Leadership & Strategy Capstone I Course
1050,APHI 585D,Informatics Solutions for Public Health Decision Making
1051,APHI 597D,Directed Study
1052,APHI 599R,Thesis
1053,ARAB 102,Elementary Arabic II
1054,ARAB 202,Intermediate Arabic II
1055,ARAB 302,Advanced Arabic II
1056,ARAB 402W,Advanced-Plus Arabic II
1057,ARAB 497R,Supervised Reading In Arabic
1058,ARAB 510R,Intensive Arabic Training for Graduate Students
